,index,Inhibition Observed,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond
0,9,1,1.0,4.0,78.61860000000001,304.085935116,22.0,15.0,7.0,2.0,5.0,3.384900000000002,81.47,22.0,12.0,18.0,4.0,0.0,24.0
1,14,1,1.0,4.0,84.98120000000003,332.084016968,23.0,16.0,7.0,3.0,5.0,2.5797000000000008,59.290000000000006,23.0,15.0,16.0,2.0,0.0,32.0
2,19,1,2.0,3.0,82.24360000000001,328.0857187600001,22.0,15.0,7.0,2.0,3.0,4.472220000000002,55.120000000000005,22.0,11.0,22.0,2.0,0.0,22.0
3,24,1,1.0,7.0,78.57610000000001,326.08941602,22.0,12.0,10.0,2.0,6.0,1.3270199999999999,107.88000000000002,22.0,10.0,22.0,4.0,0.0,20.0
4,29,1,2.0,7.0,78.89740000000002,306.089894688,21.0,12.0,9.0,2.0,5.0,0.8992999999999997,101.80000000000001,21.0,11.0,18.0,4.0,0.0,22.0
5,34,1,0.0,5.0,66.45550000000004,255.092914404,17.0,12.0,5.0,2.0,4.0,1.6255999999999997,38.77,17.0,5.0,24.0,2.0,0.0,10.0
6,39,1,0.0,5.0,85.89090000000004,330.121571676,24.0,17.0,7.0,3.0,5.0,3.3929000000000027,85.82000000000001,24.0,11.0,26.0,4.0,0.0,22.0
7,44,1,0.0,2.0,67.90450000000004,237.118735228,16.0,13.0,3.0,2.0,1.0,3.1746200000000018,20.310000000000002,16.0,5.0,22.0,2.0,0.0,10.0
8,49,1,2.0,7.0,88.14410000000004,342.13280505599994,25.0,17.0,8.0,3.0,5.0,1.7914799999999997,115.41,25.0,11.0,28.0,2.0,2.0,22.0
9,54,1,2.0,3.0,90.14450000000006,325.131408088,24.0,19.0,5.0,3.0,5.0,2.9606000000000012,75.63,24.0,12.0,24.0,4.0,0.0,24.0
10,59,1,0.0,2.0,81.44400000000007,267.256214676,19.0,17.0,2.0,2.0,6.0,4.093800000000003,12.47,19.0,0.0,40.0,0.0,0.0,0.0
11,64,1,1.0,3.0,67.77470000000004,228.126263132,17.0,14.0,3.0,2.0,5.0,2.38,34.15,17.0,12.0,12.0,0.0,0.0,24.0
12,69,1,0.0,4.0,76.22800000000005,255.137162164,19.0,15.0,4.0,4.0,1.0,1.898,29.76,19.0,9.0,22.0,2.0,0.0,20.0
13,74,1,1.0,4.0,92.18850000000003,341.07217896000003,24.0,18.0,6.0,4.0,3.0,3.4118000000000013,64.63,24.0,16.0,16.0,4.0,0.0,34.0
14,79,1,1.0,3.0,93.08150000000005,332.11946349999994,23.0,17.0,6.0,2.0,6.0,2.6537000000000006,66.48,23.0,12.0,18.0,6.0,0.0,24.0
15,84,1,1.0,3.0,80.28270000000003,335.015705408,20.0,15.0,5.0,2.0,5.0,3.380300000000002,51.47,20.0,11.0,16.0,4.0,0.0,22.0
16,89,1,1.0,6.0,89.34020000000005,332.13722174,24.0,17.0,7.0,2.0,6.0,2.686140000000001,82.29,24.0,11.0,24.0,4.0,0.0,22.0
17,94,1,1.0,2.0,69.18530000000003,262.039671892,18.0,14.0,4.0,2.0,4.0,3.617200000000002,46.53,18.0,12.0,12.0,2.0,0.0,24.0
18,99,1,1.0,3.0,70.17700000000004,268.088163372,18.0,12.0,6.0,2.0,4.0,0.9745999999999999,66.48,18.0,6.0,20.0,6.0,0.0,12.0
19,104,1,0.0,3.0,80.02800000000005,261.078978592,20.0,17.0,3.0,4.0,0.0,3.8028200000000023,43.1,20.0,18.0,2.0,2.0,0.0,42.0
20,109,1,0.0,9.0,88.52,334.07491332,24.0,15.0,9.0,5.0,3.0,2.0407999999999995,86.68,24.0,23.0,6.0,0.0,0.0,50.0
21,114,1,1.0,1.0,68.29820000000004,259.05306946,16.0,12.0,4.0,1.0,4.0,3.911800000000003,29.1,16.0,6.0,18.0,2.0,0.0,12.0
22,119,1,1.0,3.0,96.34730000000006,335.15214353199997,25.0,21.0,4.0,4.0,3.0,3.5618000000000016,49.769999999999996,25.0,12.0,28.0,4.0,0.0,24.0
23,124,1,1.0,3.0,52.08130000000001,241.957856184,13.0,9.0,4.0,1.0,1.0,1.7174999999999998,54.370000000000005,13.0,7.0,8.0,4.0,0.0,14.0
24,129,1,1.0,4.0,72.80820000000003,282.022976272,18.0,12.0,6.0,2.0,3.0,3.365820000000003,51.22,18.0,11.0,14.0,2.0,0.0,22.0
25,134,1,1.0,4.0,77.20570000000002,280.016261384,17.0,12.0,5.0,2.0,4.0,4.153390000000002,28.68,17.0,12.0,10.0,2.0,0.0,24.0
26,139,1,0.0,4.0,86.51900000000005,297.136493468,22.0,18.0,4.0,3.0,4.0,3.7384200000000023,44.370000000000005,22.0,15.0,14.0,2.0,0.0,32.0
27,144,1,1.0,3.0,91.94320000000003,330.113505528,23.0,18.0,5.0,3.0,4.0,3.424500000000002,41.57,23.0,12.0,24.0,2.0,0.0,24.0
28,149,1,2.0,5.0,84.93440000000004,282.093917448,20.0,15.0,5.0,4.0,2.0,3.6622200000000014,41.88,20.0,15.0,14.0,0.0,0.0,32.0
29,154,1,2.0,3.0,74.30250000000004,270.100442308,20.0,15.0,5.0,2.0,5.0,2.2786,79.29,20.0,12.0,14.0,4.0,0.0,24.0
30,159,1,0.0,6.0,76.45600000000003,285.11134134,21.0,15.0,6.0,2.0,5.0,2.4311800000000003,77.26,21.0,12.0,18.0,0.0,2.0,24.0
31,164,0,1.0,6.0,84.1652,315.06776227600005,22.0,15.0,7.0,3.0,3.0,2.531720000000001,84.94,22.0,15.0,12.0,4.0,0.0,32.0
32,169,1,2.0,1.0,91.25840000000002,310.08729078,22.0,18.0,4.0,3.0,3.0,4.8149000000000015,41.13,22.0,16.0,12.0,2.0,0.0,34.0
33,174,1,0.0,3.0,79.61700000000003,316.021125136,19.0,15.0,4.0,3.0,2.0,4.080820000000003,26.53,19.0,15.0,10.0,0.0,0.0,32.0
34,179,1,1.0,2.0,53.78380000000003,194.094294308,14.0,11.0,3.0,1.0,3.0,2.0752599999999997,46.53,14.0,6.0,14.0,2.0,0.0,12.0
35,184,1,0.0,4.0,72.248,317.991636576,19.0,13.0,6.0,3.0,2.0,3.230900000000001,43.6,19.0,17.0,8.0,0.0,0.0,34.0
36,189,1,1.0,4.0,103.08980000000001,346.11398419599993,25.0,21.0,4.0,4.0,2.0,5.353980000000005,56.379999999999995,25.0,15.0,20.0,2.0,2.0,32.0
37,194,1,0.0,6.0,90.56700000000005,334.16727241600006,23.0,16.0,7.0,3.0,4.0,2.2442,50.080000000000005,23.0,11.0,28.0,0.0,0.0,22.0
38,199,1,0.0,3.0,97.13300000000005,328.160934388,23.0,19.0,4.0,3.0,4.0,4.128540000000003,33.2,23.0,10.0,26.0,2.0,0.0,22.0
39,204,1,2.0,4.0,96.01950000000001,333.127740352,25.0,20.0,5.0,4.0,4.0,4.4581000000000035,49.56,25.0,21.0,12.0,0.0,0.0,44.0
40,209,1,1.0,5.0,74.62680000000003,282.049669688,18.0,12.0,6.0,2.0,4.0,3.0472400000000013,63.08,18.0,9.0,16.0,2.0,0.0,20.0
41,214,1,1.0,5.0,73.25670000000002,271.143310164,20.0,14.0,6.0,3.0,4.0,1.2635999999999996,72.7,20.0,11.0,20.0,2.0,0.0,22.0
42,219,1,0.0,6.0,94.17300000000004,335.174610292,25.0,19.0,6.0,4.0,5.0,2.2883000000000004,56.07,25.0,17.0,22.0,0.0,0.0,34.0
43,224,1,1.0,3.0,100.32720000000005,346.171499072,24.0,19.0,5.0,3.0,2.0,4.216300000000004,41.57,24.0,6.0,36.0,4.0,0.0,12.0
44,229,1,1.0,7.0,77.21370000000002,300.079330004,21.0,13.0,8.0,3.0,5.0,1.1129999999999993,85.59,21.0,16.0,12.0,2.0,0.0,32.0
45,234,1,0.0,6.0,87.44400000000003,315.104147784,22.0,16.0,6.0,3.0,3.0,3.0728600000000013,56.49000000000001,22.0,13.0,16.0,2.0,0.0,30.0
46,239,1,1.0,5.0,85.20770000000003,316.0993967520001,22.0,15.0,7.0,3.0,3.0,1.5432200000000003,78.95,22.0,12.0,20.0,4.0,0.0,24.0
47,244,1,0.0,6.0,83.31300000000003,323.07621878400005,21.0,14.0,7.0,3.0,4.0,3.1487000000000016,59.230000000000004,21.0,10.0,24.0,2.0,0.0,20.0
48,249,1,1.0,4.0,95.18970000000002,321.147726848,24.0,19.0,5.0,3.0,4.0,2.9060200000000016,63.99,24.0,16.0,14.0,4.0,0.0,34.0
49,254,1,1.0,4.0,72.69970000000004,269.119797848,18.0,12.0,6.0,1.0,5.0,1.5073999999999999,66.06,18.0,6.0,20.0,4.0,0.0,12.0
50,259,1,1.0,3.0,75.36790000000002,257.0874351,18.0,15.0,3.0,3.0,2.0,3.3584200000000015,43.09,18.0,11.0,16.0,2.0,0.0,22.0
51,264,1,0.0,6.0,93.99200000000003,346.14634694399996,24.0,17.0,7.0,3.0,5.0,2.2243199999999996,60.25,24.0,11.0,28.0,2.0,0.0,22.0
52,269,1,1.0,5.0,83.29270000000001,331.063615872,23.0,15.0,8.0,3.0,4.0,2.771300000000001,72.7,23.0,17.0,14.0,2.0,0.0,34.0
53,274,1,1.0,4.0,94.45570000000004,327.14053329200004,23.0,18.0,5.0,2.0,4.0,3.6756800000000016,65.78,23.0,10.0,22.0,2.0,2.0,22.0
54,279,1,1.0,5.0,60.24280000000002,232.096025624,17.0,11.0,6.0,2.0,4.0,1.1232199999999997,80.9,17.0,11.0,12.0,2.0,0.0,22.0
55,284,1,2.0,4.0,99.27540000000003,338.16304256399997,25.0,20.0,5.0,3.0,7.0,3.225200000000002,63.35000000000001,25.0,16.0,18.0,2.0,0.0,34.0
56,289,1,1.0,3.0,99.59870000000005,341.190340608,25.0,20.0,5.0,3.0,4.0,3.203240000000002,35.580000000000005,25.0,12.0,28.0,2.0,0.0,24.0
57,294,1,0.0,6.0,76.38080000000004,307.1102957840001,21.0,13.0,8.0,3.0,3.0,1.227,80.98,21.0,11.0,20.0,4.0,0.0,22.0
58,299,1,1.0,4.0,82.03670000000002,300.015782716,18.0,12.0,6.0,2.0,3.0,3.4229200000000013,41.46,18.0,6.0,22.0,4.0,0.0,12.0
59,304,1,2.0,6.0,72.89450000000002,278.08374668799996,19.0,12.0,7.0,2.0,4.0,1.0257999999999998,80.04,19.0,11.0,16.0,2.0,0.0,22.0
60,309,1,2.0,3.0,85.72550000000005,308.1160923719999,23.0,18.0,5.0,4.0,3.0,2.6962,79.29,23.0,10.0,24.0,6.0,0.0,22.0
61,314,1,1.0,5.0,81.75770000000003,304.08816337199994,21.0,15.0,6.0,3.0,4.0,3.5234000000000023,60.45,21.0,11.0,22.0,2.0,0.0,22.0
62,319,1,0.0,5.0,80.11900000000004,346.059897936,23.0,14.0,9.0,2.0,4.0,3.352400000000002,51.660000000000004,23.0,11.0,24.0,2.0,0.0,22.0
63,324,1,0.0,3.0,63.85450000000002,225.090211972,17.0,13.0,4.0,3.0,1.0,1.6794999999999998,46.09,17.0,12.0,12.0,2.0,0.0,24.0
64,329,1,2.0,5.0,93.42540000000002,337.153874848,25.0,18.0,7.0,3.0,6.0,2.48172,92.79,25.0,17.0,18.0,2.0,0.0,34.0
65,334,1,2.0,5.0,93.30540000000003,337.15387484800016,25.0,18.0,7.0,3.0,7.0,2.5633999999999997,92.78999999999999,25.0,17.0,18.0,2.0,0.0,34.0
66,339,1,1.0,7.0,86.65320000000004,325.11748934,24.0,16.0,8.0,3.0,5.0,1.9317999999999989,91.16,24.0,17.0,16.0,2.0,0.0,34.0
67,344,1,1.0,6.0,82.87680000000005,310.10659030799997,23.0,16.0,7.0,3.0,5.0,2.1002999999999994,90.13000000000001,23.0,17.0,14.0,2.0,0.0,34.0
68,349,1,1.0,4.0,83.28470000000003,295.13207678400005,22.0,17.0,5.0,2.0,6.0,2.801280000000001,75.00999999999999,22.0,12.0,18.0,2.0,2.0,24.0
